WISEID,Answer,KIScore
139499,The atmosphere has the ability to trap warm gases causing the earth to heat up. Greenhouse gasses causes the atmosphere thicker making it hard light to pass through.,2
139823,"The atmosphere is like a bubble surrounding Earth, and acts like the glass of a greenhouse. It acts to contain the heat.",3
139509,The greenhouse are in the atmosphere and reflects energy.,3
139510,Light from the sun passes through the atmosphere as it does through the glass panels of the greenhouse and it reflects it and keeps the heat from escaping.,5
139513,,1
139523,The atmosphere is like the glass because that is where all the green house gases are which reflect back the heat like the what the glass is doing inside the greenhouse.,2
139524,"The atmosphere on earth is what allows the rays to enter, and what prevents rays from leaving. It is like a filter, similar to the glass which traps in heat but does not allow it to escape so that plants could grow. ",5
139519,"The atmosphere traps the heat in. The atmosphere is like the boundary between earth and space, just like the glass is the boundary between inside the greenhouse and the outside.",3
139522,"It is atmosphere because like glass, atmosphere is the thing that keeps other things like greenhouse gases from escaping.",2
139516,The atmosphere or ozone layer would reflect some of the energy that the sun shoots at the earth.,3
139511,"Because the atmosphere acts like a cover to protect the Earth from the sunlight, but also allowing some of the light come in. The glass ceiling acts like a cover as well. ",4
139536,The atmosphere is like the glass for the green house because it traps heat reflected the surface of the earth like how the glass traps heat reflected from the items in the greenhouse.,3
139541,Sunlight passes through the atmosphere and heats the earth and it keeps the heat energy from escaping just like the glass panels.,5
139497,The atmosphere allows sun rays to pass through but when it comes to the sun rays leaving the atmosphere traps most heat inside of the earth,5
139487,"Like the greenhouse panels, the atmosphere prevents the heat energy from escaping and keeps it trapped within the earth.",4
139826,The atmosphere serves as an insulator like the glass of the greenhouse as it traps the infrared radiation from escaping out into space. The glass traps the infrared radiation being generated from the heat back inside the greenhouse so the heat does not escape.,5
139493,"The atmosphere is what makes the heat stay inside, causing the average temperature of the earth to stay at a constant temperature. At the same time though, because of all the greenhouse gases, it is causing global warming as well.",3
139513,The atmosphere traps and reflects infrared radiation back towards Earth's surface.,4
139834,"It keeps the sun rays in, much like the glass, and allows light to come through.",5
139831,"The glass is the layer between the greenhouse and the sun, just like the atmosphere is to the Earth and Sun. ",2
139516,The atmosphere is like the glass that the sun light has to go through,4
139836,"Greenhouse gases absorb this energy, thereby allowing less heat to escape back to space, and 'trapping' it in the lower atmosphere. Many greenhouse gases occur naturally in the atmosphere, such as carbon dioxide, methane, water vapor, and more.",4
139545,The atmosphere is like the glass because it allows radiation to come in and traps some heat and lets out the infrared radiation.,5
139538,The glass of the greenhouse absorbs the heat inside but reflects some of the heat back like the atmosphere of the earth. The heat from the sun passes through the atmosphere and some of it will either reflect back in or reflect back out.,2
139533,"The atmosphere serves as a covering of the Earth, as does the glass does for the shed. ",2
140326,The atmosphere lets in heat and also reflects it out just like the glass. ,2
139543,The atmosphere traps heat inside like a greenhouse.,3
139534,"Just like the glass, the atmosphere lets the light in, but doesn't let it out.",5
139861,Both the atmosphere and glass allows the light/heat to come in but also reflects back some of the light/heat.,4
139544,"The atmosphere acts like the glass of the greenhouse because it allows sun to pass through the glass/atmosphere. 
The heat that enters stays inside the atmosphere/glass and will not be able to escape easily.",4
139864,The atmosphere allows solar radiation to go through and also keeps the heat inside the earth.,5
